uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name,artist
spotify:track:7bGUUI7hnU2TTqPsi8iXLZ,0.635,0.529,6,-14.205,1,0.955,0.874,0.0,0.911,0.503,65.434,103253,3,Madonna - Bonus Track,Bill Burr
spotify:track:16XYKLDXQNjluqeuTLrOnm,0.529,0.958,11,-5.365,1,0.619,0.828,0.0,0.898,0.645,130.179,177520,3,MTV Cribs,Bill Burr
spotify:track:3eQ4v19m3TRJIVlif2nTDg,0.447,0.896,2,-9.127,0,0.927,0.889,7.58e-06,0.217,0.38,76.796,131907,3,Confused For Another Comic,Todd Barry
spotify:track:12vYevf7cqf9wtE2FkzLvw,0.566,0.428,0,-15.972,0,0.95,0.918,0.0,0.808,0.754,58.793,41013,4,Movie In Neighborhood,Todd Barry
spotify:track:2ACo9n6BN50SbjmUdWQ9lQ,0.619,0.499,10,-15.13,0,0.94,0.862,0.0,0.73,0.549,88.615,74760,1,Cosmo,Todd Barry
spotify:track:2iROIxu7N330ziO2hSAVWM,0.524,0.878,3,-10.283,0,0.914,0.792,5.81e-06,0.882,0.0912,101.771,217053,3,Björk,Margaret Cho
spotify:track:2WDYNFzXXGYTMiLAEIchpV,0.515,0.85,6,-10.799,1,0.922,0.744,0.0,0.678,0.122,65.422,399373,4,The Grammys,Margaret Cho
spotify:track:1lC6BVuGdbO8ZQlyZNMzKc,0.659,0.565,6,-13.929,0,0.928,0.88,0.0,0.922,0.0994,118.004,208573,4,Mommy Don't Like,Margaret Cho
spotify:track:71ULFwiNlW2mWgGXWl3WTD,0.656,0.919,4,-2.84,0,0.814,0.816,0.0,0.873,0.774,107.244,149453,4,Jim Morrison Cat (The Doors),Moshe Kasher
spotify:track:2UiiAcZwhF2JVmn9BHVYF5,0.59,0.526,11,-10.254,1,0.94,0.91,0.0,0.726,0.413,61.675,289547,4,I Don't Hate Vampire Weekend,Greg Behrendt
spotify:track:6RgNHoV79i9Q2DPv4y7v9Y,0.626,0.45,6,-12.302,1,0.94,0.876,0.0,0.657,0.567,127.507,124600,4,Punk Rock Shops,Greg Behrendt
spotify:track:7JaSnThbqsuQOrmNrQXd0V,0.46,0.809,7,-11.173,1,0.946,0.271,0.0,0.597,0.462,85.562,152560,3,Adult Rock Show,Greg Behrendt
spotify:track:21lSnDT1yNhgkoGpbNoW6X,0.369,0.823,6,-10.322,0,0.845,0.372,0.0,0.922,0.864,171.816,65360,5,Air Guitar,Greg Behrendt
spotify:track:2E6ZwGkabuOHfP2znwQtKa,0.507,0.809,6,-10.285,1,0.89,0.185,0.0,0.441,0.666,105.698,172627,3,CD Repair Guy,Greg Behrendt
spotify:track:58xID2UtBcC4qae8USE65u,0.744,0.885,11,-5.489,1,0.773,0.854,0.0,0.707,0.477,47.422,106049,4,Rappers + drugs = comedy - Live,Hannibal Buress
spotify:track:3jF0Dh7i1OsdxwtvpUXmao,0.572,0.8,8,-12.002,1,0.914,0.822,0.0,0.651,0.407,92.591,269533,3,L Gaga,Andrew Norelli
spotify:track:3xLCjnRWJo49vATMxSiBv5,0.581,0.844,6,-5.433,0,0.956,0.803,0.0,0.873,0.226,158.044,207947,3,50 Cent Grapefruit Story,Aziz Ansari
spotify:track:7F45KEsDPDejcdo2Mkqv0T,0.425,0.633,8,-18.038,1,0.937,0.828,0.0,0.789,0.145,83.237,679960,3,Elton John,Jim Gaffigan
spotify:track:5M31cT8bZFyJJAtSKnWWLV,0.599,0.502,6,-13.655,1,0.913,0.851,0.0,0.866,0.348,87.41,127520,4,Elvis,Bill Hicks
spotify:track:7r0Y8I77LnxNTvGzWFFOb8,0.519,0.796,5,-10.862,1,0.841,0.976,0.0,0.931,0.59,85.285,126640,4,Little Richard,Eddie Murphy
spotify:track:6dV7Fx9lPph5hqa4Vs3c6g,0.55,0.707,8,-11.936,0,0.921,0.677,0.0,0.691,0.467,109.914,176053,3,Michael Jackson Is The Artist Of The Millennium,Jim Norton
spotify:track:3VXbNAMH4NbyciYBtUzZAK,0.473,0.858,2,-6.273,1,0.94,0.872,0.0,0.779,0.388,85.931,165013,3,Hip Hop,Natasha Leggero
spotify:track:6O5ovrYjGBycT94JCBGPwy,0.53,0.574,9,-15.915,0,0.951,0.796,0.0,0.932,0.15,98.794,128440,3,Hip Hop Testimony,Jonathan Slocumb
spotify:track:6gn5mlwvJZkt5bSCIAnwLM,0.478,0.368,1,-16.347,1,0.929,0.866,0.0,0.779,0.55,71.344,112893,3,Country Music,Sean Cullen
spotify:track:7h3bN2ufjkSpjoXmHXqrwx,0.573,0.596,6,-17.966,1,0.725,0.765,5.2e-06,0.813,0.248,119.796,229800,4,Fighting / Background Music,Pablo Francisco
spotify:track:4tAru66VGVLWYjg90UV4vJ,0.858,0.656,6,-4.96,0,0.358,0.114,0.0,0.141,0.969,59.972,219080,4,Culo,"Lil Jon,Pitbull"
spotify:track:7sLpSWxQazJzDVG6YGzlVs,0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,234627,4,99 Problems,JAY-Z
spotify:track:2cYZpcIV39X48RnOFM7w2V,0.643,0.717,8,-4.876,0,0.506,0.184,0.0,0.152,0.46,90.893,223507,4,All Falls Down,"Kanye West,Syleena Johnson"
spotify:track:6jL1SnyXcXiKOmw4M2RnmT,0.62,0.445,1,-17.154,0,0.382,0.00273,0.0145,0.333,0.587,202.134,248493,4,Around The Way Girl,LL Cool J
spotify:track:66LCa77E7ux7S6oT0YfRBn,0.856,0.679,5,-6.411,0,0.351,0.0489,0.0,0.0895,0.85,85.535,268400,4,My Name Is,Eminem
spotify:track:3mmbJnh1L94Zl8QZcUTq39,0.659,0.738,4,-4.077,0,0.362,0.00561,0.0,0.319,0.516,93.796,251907,4,U.N.I.T.Y.,Queen Latifah
spotify:track:6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,240027,3,"So Fresh, So Clean",Outkast
spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4,Gold Digger,"Kanye West,Jamie Foxx"
spotify:track:2SLZ2rX5773RS16mcqBxG7,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,193093,4,Peaches & Cream,112
spotify:track:0vzb8Ii9B2fP9c0POFGPOZ,0.509,0.952,2,-4.444,0,0.336,0.144,0.0,0.135,0.7,83.068,275373,4,"Girls, Girls, Girls",JAY-Z
spotify:track:4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4,In Da Club,50 Cent
spotify:track:3koJjZ9jS8XlNjslusBH6A,0.727,0.722,2,-2.763,0,0.433,0.0411,0.0165,0.113,0.323,123.036,171707,4,Savoir Faire,"Damien N-Drix,Tony Romera"
spotify:track:7oBrkms7tLYpZC8HCzy9dh,0.544,0.564,1,-11.782,1,0.478,0.126,0.0,0.162,0.46,126.502,133033,3,Gaspar Yanga Remix - Spotify Singles,"D Smoke,Snoop Dogg"
spotify:track:4a00SVbdG6saNqRJlC4XKQ,0.573,0.333,10,-10.763,1,0.406,0.322,0.0,0.076,0.397,75.919,189725,4,Don't Matter - Recorded at Spotify Studios NYC,Lauv
spotify:track:6H98N10OCmld8m5XyyulO3,0.693,0.549,6,-8.964,0,0.418,0.625,0.0,0.122,0.645,82.152,202482,4,Stan - Recorded at Spotify Studios NYC,Alec Benjamin
spotify:track:3kF8rHausERpnFDf0gJ1Xk,0.805,0.425,6,-8.146,1,0.387,0.557,5.55e-06,0.0987,0.725,75.074,168507,4,Water - Recorded at Spotify Studios NYC,Earl St. Clair
spotify:track:6PU5Un3q0zvHK0LB2nx6xT,0.557,0.593,0,-6.238,1,0.431,0.24,0.0,0.0538,0.449,105.924,207516,4,This Is Something,Body Meat
spotify:track:1JdFSVTGl0gDJJVUTBvauR,0.497,0.742,6,-4.681,0,0.403,0.00749,0.0,0.134,0.529,86.817,96000,4,AIN'T GON STOP ME,"reggie,Monte Booker,Kenny Beats"
spotify:track:1wsh0kiEkZLNTjvFryHAYA,0.61,0.955,11,-3.305,0,0.331,0.0699,0.0,0.328,0.439,154.999,206226,4,Times Gettin' Hard (JNXD Remix),"Coone,K19,JNXD"
spotify:track:79OEIr4J4FHV0O3KrhaXRb,0.942,0.383,10,-8.099,1,0.565,0.00195,0.0,0.0922,0.38,100.021,177806,4,Splashin,Rich The Kid
spotify:track:1ThmUihH9dF8EV08ku5AXN,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4,Faucet Failure,Ski Mask The Slump God
spotify:track:6ymTp1jOINm0UURUZ2h603,0.733,0.441,8,-9.191,0,0.369,0.155,0.0,0.197,0.524,149.087,120034,4,Envy Me,Calboy
spotify:track:7cW1wHpSLYgKWzoWlOCPFJ,0.672,0.565,1,-6.504,1,0.441,0.106,0.0,0.113,0.313,163.827,169826,4,Global,Lil Baby
spotify:track:1CzokIcpHSwtNYQa2IsSOs,0.86,0.42,8,-9.263,1,0.428,0.157,0.0,0.0886,0.207,95.962,141024,4,Respect My Cryppin',Blueface
spotify:track:6LisUkIP1m3se2oBPkmmHD,0.819,0.462,0,-9.638,0,0.485,0.814,1.62e-05,0.318,0.5,159.873,120000,4,GOSHA,$NOT
spotify:track:3DOXk5K0B0AZYpdhtTzLMp,0.609,0.658,1,-5.859,1,0.337,0.0443,0.0,0.464,0.438,79.991,119955,4,Zero Degrees,Matt Ox
spotify:track:2qpX5WY7A7uLLLQfFpvRDK,0.639,0.332,5,-11.482,1,0.378,0.64,0.0,0.0518,0.866,83.306,259227,4,DR. WHOEVER,Aminé
spotify:track:0Fpen1PTuEnCmOJtUU9Iud,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4,New Patek,Lil Uzi Vert
spotify:track:1qUdAB72nSWPZwDqH9KMYD,0.776,0.515,10,-7.415,0,0.411,0.137,0.0,0.321,0.448,162.488,153707,3,BULLETPROOF (feat. Jay 305),"YG,Jay 305"
spotify:track:2NRRrr8ylDK38KD3Ffbw4K,0.665,0.389,1,-6.709,1,0.441,0.745,0.000982,0.326,0.521,89.962,210001,4,BTSTU - Edit,Jai Paul
spotify:track:1qP8XZciSaBvIwD3bpbRiN,0.72,0.388,11,-21.313,0,0.59,0.864,0.378,0.232,0.338,81.061,152407,4,nimbus3000,Nalim
spotify:track:78m3HLWmNqmhUgXLA9t0gu,0.506,0.811,6,-5.64,1,0.522,0.035,0.0,0.365,0.389,105.812,255861,5,Colorful Clothes,"Trae Tha Truth,Lil Wayne,Kardinal Official"
spotify:track:1cwFyeL6ZMZeOEK8gAnkNe,0.809,0.635,2,-9.776,1,0.402,0.0626,0.0,0.0216,0.901,57.283,192673,4,Take My Pic (feat. Mekya),Iggy Azalea
spotify:track:02aA8rxDfbpIBvDJjQNiWm,0.761,0.92,5,-5.773,1,0.413,0.0916,0.0,0.365,0.587,139.966,206907,4,The Kids (feat. Janelle Monáe),"B.o.B,Janelle Monáe"
spotify:track:7CkNqgLg1bqHx3VDuYKajn,0.617,0.937,2,-4.497,1,0.363,0.0297,0.0,0.204,0.504,149.069,251262,4,In My City,"Killer Mike,T.I."
spotify:track:42cVkpsKWPO7S7XsWN9zVl,0.69,0.638,1,-3.615,1,0.351,0.181,0.0,0.0885,0.181,85.196,290987,4,Ready Set Go (Remix),"Killer Mike,T.I.,Big Boi"
spotify:track:0nd3gon1IZ6tu3P9nJYbq2,0.71,0.489,7,-6.81,0,0.895,0.408,0.0,0.315,0.646,53.506,67187,3,Dirt In Your P*ssy Ass B*tch (Intro),Iggy Azalea
spotify:track:4S1GTwPVpkSy7CsJIDKPEz,0.516,0.56,6,-7.116,0,0.486,0.0322,0.0,0.15,0.696,98.94,207773,4,You Deserve Better,James Arthur
spotify:track:44gRhRi2OhEf7moAUj6MD1,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3,The Bigger Picture,Lil Baby
spotify:track:40ePdToK7cjdo8M7u8cfC2,0.409,0.913,1,-5.674,1,0.377,0.207,0.0,0.108,0.104,93.69,365333,4,Black America Again,"Common,Stevie Wonder"
spotify:track:0c8qOUrQybYAOaQAAatoVK,0.695,0.0227,1,-23.087,1,0.797,0.837,2.24e-06,0.185,0.339,129.166,1908309,5,Swedish Lesson 1,Language Superstar
spotify:track:1WB5NXWfxmhp3xL6dYWKZX,0.708,0.0997,11,-21.376,1,0.924,0.752,0.0,0.346,0.389,121.952,1824345,3,Swedish Lesson 2,Language Superstar
spotify:track:0DgnPVBuoauSyOdlv3hlGO,0.613,0.0272,1,-21.396,1,0.618,0.488,0.0,0.115,0.353,168.217,1488492,3,Swedish Lesson 3,Language Superstar
spotify:track:7HQ8kBRQCdhRtCBwu8a4a7,0.617,0.0378,1,-20.318,1,0.67,0.684,0.0,0.142,0.329,83.233,668177,4,Swedish Language Lesson 4,Complete Language Lessons
spotify:track:4C5pVssfnzn8OmRp1Nx12g,0.608,0.0417,1,-19.468,1,0.704,0.546,2.97e-06,0.172,0.34,170.249,1671651,3,Swedish Lesson 5,Language Superstar
spotify:track:4L3hMXAdi2NpMtvOilDoO4,0.697,0.0381,6,-19.722,1,0.863,0.752,1.99e-06,0.11,0.372,127.629,442108,4,Swedish Lesson 6,Language Superstar
spotify:track:1jxhet5tNbtwqM0wR39rIX,0.59,0.031,10,-18.66,0,0.405,0.471,1.03e-06,0.155,0.48,167.455,1638586,1,Swedish Lesson 7,Language Superstar
spotify:track:1122KhWYRsihe9H3iql3Y0,0.656,0.0899,1,-20.317,1,0.844,0.694,0.000169,0.169,0.359,97.852,886073,4,Swedish Language Lesson 8,Complete Language Lessons
spotify:track:4vgjr7vmwWE7xcbgiHoyWC,0.692,0.0361,1,-20.582,1,0.812,0.703,8.65e-06,0.228,0.388,130.166,1737967,4,Swedish Lesson 9,Language Superstar
spotify:track:7rgN5SmAseJ8GYWxicxBD4,0.653,0.023,6,-27.096,1,0.914,0.237,0.00106,0.103,0.395,138.184,749640,5,Nouns 1,"Penton Overseas, Inc"
spotify:track:0JP5SS2HdfsW1mO7BOp8oi,0.667,0.0277,7,-27.711,1,0.876,0.301,0.000984,0.0864,0.509,111.598,510427,3,Nouns 2,"Penton Overseas, Inc"
spotify:track:7AYgIVZjmtGF37dCimrmK0,0.663,0.0232,6,-26.095,1,0.821,0.243,0.000374,0.0914,0.541,132.435,802187,3,Nouns 3,"Penton Overseas, Inc"
spotify:track:2B4aHP3OgqQckEJ617FtoP,0.594,0.0218,10,-25.901,1,0.787,0.252,3.58e-05,0.0646,0.563,165.597,691707,5,Nouns 4,"Penton Overseas, Inc"
spotify:track:7oxVf1QDdF6VZYRCm3UhNW,0.588,0.0357,6,-23.241,1,0.867,0.112,0.006,0.0917,0.39,168.947,721533,5,"Adjectives, Adverbs, Prepositions, Conjunctions 1","Penton Overseas, Inc"
spotify:track:4X0nyHsQkPDTjoLaaCMedr,0.668,0.0339,6,-23.277,1,0.908,0.273,1.94e-05,0.0999,0.347,112.3,701227,3,"Adjectives, Adverbs, Prepositions, Conjunctions 2","Penton Overseas, Inc"
spotify:track:12XrkYHNle7eQXXF9DpuLx,0.673,0.039,11,-23.575,1,0.866,0.229,5.24e-05,0.0675,0.447,113.722,635027,3,"Adjectives, Adverbs, Prepositions, Conjunctions 3","Penton Overseas, Inc"
spotify:track:4sT59o61rpYM9OUM9X64xQ,0.595,0.0482,6,-23.166,1,0.926,0.255,0.000163,0.13,0.336,87.596,570507,3,"Adjectives, Adverbs, Prepositions, Conjunctions 4","Penton Overseas, Inc"
spotify:track:5uAe5x4R3MQhKBeEjhXoAp,0.675,0.0171,6,-24.739,1,0.854,0.543,0.00317,0.0911,0.299,119.768,631267,3,Expressions 1,"Penton Overseas, Inc"
spotify:track:1SnBemZhxAzJCZWtAZ2bCW,0.651,0.0126,6,-24.789,1,0.812,0.673,0.015,0.108,0.313,136.786,651800,5,Expressions 2,"Penton Overseas, Inc"
spotify:track:4O2Af7yIvnEDbnWmwU5l85,0.668,0.0176,6,-24.548,1,0.835,0.746,0.00076,0.242,0.293,111.37,696133,3,Expressions 3,"Penton Overseas, Inc"
spotify:track:3pUUcoGjF0oho4Gya8l2qF,0.668,0.0194,6,-24.23,1,0.765,0.704,0.00242,0.0914,0.33,111.059,770320,4,Expressions 4,"Penton Overseas, Inc"
spotify:track:3wF4wGne7j2Cz4T1ZVEnyi,0.678,0.0522,7,-21.969,1,0.872,0.104,0.0014,0.0527,0.273,112.59,618720,3,Verbs 1,"Penton Overseas, Inc"
spotify:track:1GmhMtOLkTzOEldPttee5S,0.58,0.0147,7,-22.27,1,0.696,0.121,1.68e-05,0.335,0.336,176.368,705787,4,Verbs 2,"Penton Overseas, Inc"
spotify:track:5pyJPDJ7ySJIu5bUV3gL3i,0.59,0.0156,7,-22.56,1,0.797,0.182,1.68e-05,0.111,0.35,168.447,755053,3,Verbs 3,"Penton Overseas, Inc"
spotify:track:1SySw5rudTs6tWiKX1K3qZ,0.65,0.0207,7,-22.177,1,0.848,0.0861,9.98e-05,0.0931,0.347,138.447,685533,5,Verbs 4,"Penton Overseas, Inc"
spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,Whole Lotta Love - 1990 Remaster,Led Zeppelin
spotify:track:5aWVNrjqFHCATLIhS2na3t,0.846,0.832,1,-5.486,1,0.42,0.0886,0.2,0.0737,0.78,126.132,240533,4,Mothership Reconnection (feat.Parliament/Funkadelic) - (Daft Punk Remix),"Scott Grooves,Parliament,Funkadelic"
spotify:track:3aCKAkMx3yfaj3AO5Gz47e,0.608,0.725,0,-4.367,1,0.342,0.00139,0.0546,0.0802,0.802,136.251,319880,4,Human After All,Daft Punk
spotify:track:3NRql0A1Ef4RCvT473iqgD,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573,4,Hell N Back,Bakar
spotify:track:1m3Lsbhkn6yL8apzsCiukd,0.802,0.183,8,-17.1,1,0.403,0.809,0.0,0.109,0.664,91.078,183338,4,Memories (Acoustic),Ben Woodward
spotify:track:15QOQ6K93vx2azVqcSfSeK,0.533,0.598,1,-8.251,1,0.431,0.72,0.000196,0.428,0.546,71.628,201576,4,where it hurts,"slchld,CIKI"
spotify:track:3V4LTMmu764I724y0ToD2d,0.392,0.954,1,-4.097,0,0.372,0.000408,0.00097,0.0653,0.224,76.05,215720,4,Flux,Bloc Party
spotify:track:4PzL7AmZ3bWLdbwNqEd84a,0.745,0.14,4,-13.82,1,0.569,0.976,0.0,0.281,0.345,81.309,71973,3,Love Is Not All,Edna St. Vincent Millay
spotify:track:2ALjYTnVOy0LINGcpm0LqA,0.681,0.324,8,-15.855,0,0.935,0.992,0.436,0.119,0.265,127.41,83952,1,Fatal Interview: Sonnet XI,Edna St. Vincent Millay
spotify:track:125jkO66tt3hHwEKhlX62B,0.535,0.209,4,-17.927,1,0.921,0.994,0.428,0.106,0.551,73.169,71693,3,Fatal Interview: Sonnet XXXVIII,Edna St. Vincent Millay
spotify:track:5RQvU4tEQvi2qMvPPRM1a4,0.625,0.241,9,-15.414,1,0.952,0.986,0.000395,0.141,0.38,85.833,78907,3,Fatal Interview: Sonnet LII,Edna St. Vincent Millay
spotify:track:3uy974x5XveHiBHLCyks66,0.568,0.162,11,-17.854,1,0.935,0.993,0.115,0.293,0.491,75.914,72493,5,Elaine,Edna St. Vincent Millay
spotify:track:0fvQ9gyjLg0EvqaUIE9EP0,0.685,0.0399,7,-21.653,0,0.64,0.948,0.000221,0.172,0.533,95.194,96200,4,Recuerdo,Edna St. Vincent Millay
spotify:track:1cvJSkMn5OVPKtOpbemKCl,0.655,0.148,6,-21.961,1,0.84,0.821,0.0,0.231,0.654,64.83,84493,4,Edna St. Vincent Millay - Recuerdo,Edna St. Vincent Millay
spotify:track:4RAXUNZeC54ZOKtp2TzdPI,0.725,0.128,0,-23.063,1,0.831,0.88,0.0,0.208,0.765,91.638,57320,3,Edna St. Vincent Millay - I Shall Forget You Presently My Dear,Edna St. Vincent Millay
spotify:track:5qjZ339a7FBz5CgVlysXeI,0.718,0.151,4,-20.529,1,0.709,0.817,0.0,0.228,0.361,126.662,150440,4,Edna St. Vincent Millay - Childhood is the Kingdom Where Nobody Dies,Edna St. Vincent Millay
spotify:track:4aHGA5C93k12F3GyQaUGOE,0.738,0.26,0,-13.462,1,0.922,0.952,0.0,0.237,0.42,107.839,223028,3,The Ballad of the Harp-Weaver by Edna St. Vincent Millay,Helen Hayes
spotify:track:3y9z5hBIbSkWW5A7nbpghC,0.587,0.311,8,-20.505,1,0.551,0.676,0.0,0.101,0.891,69.338,62500,5,Adam Lambert on His Playlist,Various Artists
spotify:track:05oJbmJsjisyNM4NWwS7re,0.556,0.834,7,-4.573,1,0.445,0.186,5.4e-06,0.529,0.33,129.194,206820,5,Boom,Le1f
spotify:track:5lDq9taZLBt193gxJSoBIr,0.703,0.39,0,-13.631,0,0.945,0.668,0.0,0.216,0.484,104.257,20000,1,Adam Lambert Quoting Dr. Seuss,Various Artists
spotify:track:6KUE0HSSudAp9AOycaF6SH,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766,226321,4,Make It Right,BTS
spotify:track:1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,What You Know Bout Love,Pop Smoke
spotify:track:18A7ha5BitZjmdHTCwXFbU,0.581,0.585,1,-1.87,1,0.369,0.27,6.48e-05,0.179,0.63,67.443,209829,3,Cradles,Sub Urban
spotify:track:5rZlwNFl01HqLWBQGryKSm,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,213333,4,Mood Swings (feat. Lil Tjay),"Pop Smoke,Lil Tjay"
spotify:track:7JuHVG3qQKQKxC4doneXVW,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,184490,4,Back In Blood (feat. Lil Durk),"Pooh Shiesty,Lil Durk"
spotify:track:4Iedi94TIaB2GGb1nMB68v,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4,On Me,Lil Baby
spotify:track:2Lr9sAuH6FJooeT0fY1yXB,0.938,0.355,1,-7.075,1,0.413,0.0258,0.0,0.118,0.511,134.096,154718,4,Rule #1 (feat. Lil Yachty),"DDG,OG Parker,Lil Yachty"
spotify:track:4FRW5Nza1Ym91BGV4nFWXI,0.77,0.637,1,-5.53,1,0.345,0.103,0.0,0.171,0.431,94.966,383037,4,Lemon Pepper Freestyle (feat. Rick Ross),"Drake,Rick Ross"
spotify:track:43BlKpJcSrC9AsJ3F1DKg9,0.877,0.677,5,-4.969,0,0.356,0.0439,0.0,0.0986,0.627,144.941,172185,4,Still Trappin' (with King Von),"Lil Durk,King Von"
spotify:track:5A4WcRuy0FFEAC5pAK43oa,0.827,0.394,11,-10.073,1,0.559,0.253,0.0,0.12,0.715,157.0,192880,4,No More Parties - Remix,"Coi Leray,Lil Durk"
spotify:track:2D6vfFZxQ5YzPPBODls1a9,0.619,0.573,1,-7.277,1,0.393,0.0352,0.0,0.228,0.376,175.187,166392,3,Hard For The Next (with Future),"Moneybagg Yo,Future"
spotify:track:4as4XEOR03oGm1STUKl6pa,0.839,0.617,7,-4.692,1,0.331,0.241,0.0,0.3,0.821,143.894,194426,4,BBIBBI,IU
spotify:track:4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972,177813,4,Ice Cream (with Selena Gomez),"BLACKPINK,Selena Gomez"
spotify:track:2J4P46vCFm1rPkNkp9pZWX,0.79,0.729,9,-3.843,1,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,175813,4,Ice Cream (with Selena Gomez),"BLACKPINK,Selena Gomez"
spotify:track:4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4,WAP (feat. Megan Thee Stallion),"Cardi B,Megan Thee Stallion"
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4,Godzilla (feat. Juice WRLD),"Eminem,Juice WRLD"
spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4,Life Is Good (feat. Drake),"Future,Drake"
